,location,total_sqft,bath,price,bhk
811,"Bahria Town Karachi, Karachi, Sindh",3596,5,260,4
812,"Bahria Town Karachi, Karachi, Sindh",1309,2,95,2
814,"Bahria Town Karachi, Karachi, Sindh",3450,4,208,3
821,"Bahria Town Karachi, Karachi, Sindh",1325,2,73,2
824,"Bahria Town Karachi, Karachi, Sindh",2099,3,147,3
825,"Bahria Town Karachi, Karachi, Sindh",1365,2,72,3
826,"Bahria Town Karachi, Karachi, Sindh",1485,3,132,2
830,"Bahria Town Karachi, Karachi, Sindh",1328,2,91.06,2
832,"Bahria Town Karachi, Karachi, Sindh",2159,3,120,3
833,"Bahria Town Karachi, Karachi, Sindh",728.5,1,31.315,1
835,"Bahria Town Karachi, Karachi, Sindh",2700,2,260,3
838,"Bahria Town Karachi, Karachi, Sindh",1050,2,77,2
840,"Bahria Town Karachi, Karachi, Sindh",1652,3,110,3
842,"Bahria Town Karachi, Karachi, Sindh",2340,4,145,4
843,"Bahria Town Karachi, Karachi, Sindh",1200,1,81,2
844,"Bahria Town Karachi, Karachi, Sindh",1267,2,90.33,2
845,"Bahria Town Karachi, Karachi, Sindh",1645,3,95,3
846,"Bahria Town Karachi, Karachi, Sindh",2480,2,160,2
848,"Bahria Town Karachi, Karachi, Sindh",1000,2,63,2
855,"Bahria Town Karachi, Karachi, Sindh",1000,2,70,2
856,"Bahria Town Karachi, Karachi, Sindh",527,1,35,1
860,"Bahria Town Karachi, Karachi, Sindh",1400,2,108,2
862,"Bahria Town Karachi, Karachi, Sindh",1826,3,125,3
863,"Bahria Town Karachi, Karachi, Sindh",1689,3,103,3
867,"Bahria Town Karachi, Karachi, Sindh",1350,3,81,3
869,"Bahria Town Karachi, Karachi, Sindh",965,2,56,2
873,"Bahria Town Karachi, Karachi, Sindh",2072,4,153,3
874,"Bahria Town Karachi, Karachi, Sindh",1056,2,65,2
875,"Bahria Town Karachi, Karachi, Sindh",985,2,62,2
878,"Bahria Town Karachi, Karachi, Sindh",2900,4,200,4
879,"Bahria Town Karachi, Karachi, Sindh",600,1,45,1
884,"Bahria Town Karachi, Karachi, Sindh",1703,3,130,3
887,"Bahria Town Karachi, Karachi, Sindh",3596,5,279,4
888,"Bahria Town Karachi, Karachi, Sindh",1100,3,56.57,3
890,"Bahria Town Karachi, Karachi, Sindh",2750,5,240,4
891,"Bahria Town Karachi, Karachi, Sindh",600,1,45,1
894,"Bahria Town Karachi, Karachi, Sindh",1850,3,95,3
895,"Bahria Town Karachi, Karachi, Sindh",1754,3,132,3
896,"Bahria Town Karachi, Karachi, Sindh",1567,3,100,3
897,"Bahria Town Karachi, Karachi, Sindh",1150,2,69.44,2
899,"Bahria Town Karachi, Karachi, Sindh",645,1,34.18,1
901,"Bahria Town Karachi, Karachi, Sindh",3596,3,200,3
903,"Bahria Town Karachi, Karachi, Sindh",1404,2,75,2
906,"Bahria Town Karachi, Karachi, Sindh",1653,3,93,3
908,"Bahria Town Karachi, Karachi, Sindh",957,2,54.5,2
909,"Bahria Town Karachi, Karachi, Sindh",460,1,13,1
912,"Bahria Town Karachi, Karachi, Sindh",1392,2,130,2
914,"Bahria Town Karachi, Karachi, Sindh",1255,2,84,2
918,"Bahria Town Karachi, Karachi, Sindh",1040,2,75,2
919,"Bahria Town Karachi, Karachi, Sindh",2062,3,140,4
920,"Bahria Town Karachi, Karachi, Sindh",1477,2,75,3
922,"Bahria Town Karachi, Karachi, Sindh",2000,2,120,2
923,"Bahria Town Karachi, Karachi, Sindh",3855,4,220,4
926,"Bahria Town Karachi, Karachi, Sindh",1216,2,82,2
927,"Bahria Town Karachi, Karachi, Sindh",900,2,65,2
928,"Bahria Town Karachi, Karachi, Sindh",1100,2,65,2
929,"Bahria Town Karachi, Karachi, Sindh",1842,3,115,3
931,"Bahria Town Karachi, Karachi, Sindh",1495,3,88,2
932,"Bahria Town Karachi, Karachi, Sindh",1047,2,89,2
933,"Bahria Town Karachi, Karachi, Sindh",1458,3,78.45,3
934,"Bahria Town Karachi, Karachi, Sindh",1063,2,61.17,2
941,"Bahria Town Karachi, Karachi, Sindh",1592,3,125,3
942,"Bahria Town Karachi, Karachi, Sindh",1407,2,83.87,2
943,"Bahria Town Karachi, Karachi, Sindh",1585,3,84,3
944,"Bahria Town Karachi, Karachi, Sindh",1785,3,130,3
946,"Bahria Town Karachi, Karachi, Sindh",1843,3,96.2,3
947,"Bahria Town Karachi, Karachi, Sindh",1200,2,67,2
949,"Bahria Town Karachi, Karachi, Sindh",1200,2,86,2
950,"Bahria Town Karachi, Karachi, Sindh",2900,4,240,4
954,"Bahria Town Karachi, Karachi, Sindh",1400,3,90,3
955,"Bahria Town Karachi, Karachi, Sindh",4000,12,160,10
956,"Bahria Town Karachi, Karachi, Sindh",812,1,26,1
961,"Bahria Town Karachi, Karachi, Sindh",2072,4,157,3
964,"Bahria Town Karachi, Karachi, Sindh",1800,3,150,3
965,"Bahria Town Karachi, Karachi, Sindh",700,1,30.84,1
966,"Bahria Town Karachi, Karachi, Sindh",1200,2,62,2
967,"Bahria Town Karachi, Karachi, Sindh",1600,3,125,3
968,"Bahria Town Karachi, Karachi, Sindh",1558,3,90,3
969,"Bahria Town Karachi, Karachi, Sindh",2502,4,170,4
972,"Bahria Town Karachi, Karachi, Sindh",1075,2,57,2
974,"Bahria Town Karachi, Karachi, Sindh",1800,4,115,3
984,"Bahria Town Karachi, Karachi, Sindh",1050,2,65,2
985,"Bahria Town Karachi, Karachi, Sindh",552.5,1,13.26,1
986,"Bahria Town Karachi, Karachi, Sindh",418,2,11.5,1
988,"Bahria Town Karachi, Karachi, Sindh",2350,4,163,3
990,"Bahria Town Karachi, Karachi, Sindh",616,3,45,2
991,"Bahria Town Karachi, Karachi, Sindh",1713,3,120,3
992,"Bahria Town Karachi, Karachi, Sindh",2357,3,135,3
997,"Bahria Town Karachi, Karachi, Sindh",2266,3,207,3
998,"Bahria Town Karachi, Karachi, Sindh",660,1,23,1
999,"Bahria Town Karachi, Karachi, Sindh",1232,2,83,2
1000,"Bahria Town Karachi, Karachi, Sindh",1227,2,70,2
1001,"Bahria Town Karachi, Karachi, Sindh",1059,2,68,2
1003,"Bahria Town Karachi, Karachi, Sindh",870,1,45,2
1004,"Bahria Town Karachi, Karachi, Sindh",663,1,46.1,1
1005,"Bahria Town Karachi, Karachi, Sindh",1464,2,135,3
1006,"Bahria Town Karachi, Karachi, Sindh",1256,2,73,2
1008,"Bahria Town Karachi, Karachi, Sindh",3000,6,250,6
1009,"Bahria Town Karachi, Karachi, Sindh",662,1,45,1
1011,"Bahria Town Karachi, Karachi, Sindh",1310,2,80.43,2
1012,"Bahria Town Karachi, Karachi, Sindh",1786,2,106,3
1013,"Bahria Town Karachi, Karachi, Sindh",1174,2,75,2
1014,"Bahria Town Karachi, Karachi, Sindh",565,1,33,1
1015,"Bahria Town Karachi, Karachi, Sindh",1400,2,95,3
1016,"Bahria Town Karachi, Karachi, Sindh",635,1,28,1
1018,"Bahria Town Karachi, Karachi, Sindh",1195,2,62.38,2
1020,"Bahria Town Karachi, Karachi, Sindh",2400,4,130,3
1025,"Bahria Town Karachi, Karachi, Sindh",1200,2,66,3
1026,"Bahria Town Karachi, Karachi, Sindh",1215,2,68,2
1027,"Bahria Town Karachi, Karachi, Sindh",1444,2,75.97,2
1028,"Bahria Town Karachi, Karachi, Sindh",2003,3,200,3
1029,"Bahria Town Karachi, Karachi, Sindh",1100,2,70,2
1034,"Bahria Town Karachi, Karachi, Sindh",1832,3,116,3
1043,"Bahria Town Karachi, Karachi, Sindh",1475,2,80,2
1045,"Bahria Town Karachi, Karachi, Sindh",775,1,34.1,1
1048,"Bahria Town Karachi, Karachi, Sindh",3760,2,280,2
1049,"Bahria Town Karachi, Karachi, Sindh",1205,2,64.47,2
1051,"Bahria Town Karachi, Karachi, Sindh",381,1,28,1
1052,"Bahria Town Karachi, Karachi, Sindh",1040,2,55,2
1053,"Bahria Town Karachi, Karachi, Sindh",1498,3,74.9,3
1054,"Bahria Town Karachi, Karachi, Sindh",1355,2,72.9,2
1056,"Bahria Town Karachi, Karachi, Sindh",1240,2,70,2
1058,"Bahria Town Karachi, Karachi, Sindh",2500,5,245,4
1059,"Bahria Town Karachi, Karachi, Sindh",1950,4,120,3
1061,"Bahria Town Karachi, Karachi, Sindh",1573,3,98,3
1063,"Bahria Town Karachi, Karachi, Sindh",1336,2,86,2
1064,"Bahria Town Karachi, Karachi, Sindh",3400,4,235,4
1066,"Bahria Town Karachi, Karachi, Sindh",1517,3,100,3
1069,"Bahria Town Karachi, Karachi, Sindh",1155,2,60,2
1070,"Bahria Town Karachi, Karachi, Sindh",1115,2,78,2
1071,"Bahria Town Karachi, Karachi, Sindh",2250,3,180,3
1072,"Bahria Town Karachi, Karachi, Sindh",1485,3,78,3
1073,"Bahria Town Karachi, Karachi, Sindh",1350,2,45,1
1074,"Bahria Town Karachi, Karachi, Sindh",1209,2,100,2
1076,"Bahria Town Karachi, Karachi, Sindh",1445,2,82,2
1078,"Bahria Town Karachi, Karachi, Sindh",1500,3,95,3
1080,"Bahria Town Karachi, Karachi, Sindh",2200,3,160,3
1083,"Bahria Town Karachi, Karachi, Sindh",1259,2,69.45,2
1084,"Bahria Town Karachi, Karachi, Sindh",1260,2,73,3
1085,"Bahria Town Karachi, Karachi, Sindh",1050,2,103,2
1086,"Bahria Town Karachi, Karachi, Sindh",1000,2,60,2
1087,"Bahria Town Karachi, Karachi, Sindh",1640,3,86.8,3
1088,"Bahria Town Karachi, Karachi, Sindh",1719.3,2,88,3
1089,"Bahria Town Karachi, Karachi, Sindh",1180,2,70,2
1090,"Bahria Town Karachi, Karachi, Sindh",1700,3,110,3
1094,"Bahria Town Karachi, Karachi, Sindh",1050,2,68,2
1095,"Bahria Town Karachi, Karachi, Sindh",1691,3,120,3
1096,"Bahria Town Karachi, Karachi, Sindh",3700,4,314,4
1100,"Bahria Town Karachi, Karachi, Sindh",730,1,52,2
1101,"Bahria Town Karachi, Karachi, Sindh",1668,2,120,3
1102,"Bahria Town Karachi, Karachi, Sindh",700,1,35,1
1104,"Bahria Town Karachi, Karachi, Sindh",700,2,41,2
1108,"Bahria Town Karachi, Karachi, Sindh",1609,3,115,3
1112,"Bahria Town Karachi, Karachi, Sindh",1262,2,83,3
1113,"Bahria Town Karachi, Karachi, Sindh",1197,2,78,2
1116,"Bahria Town Karachi, Karachi, Sindh",2400,2,125,3
1117,"Bahria Town Karachi, Karachi, Sindh",1397,3,105,3
1119,"Bahria Town Karachi, Karachi, Sindh",900,2,60,2
1120,"Bahria Town Karachi, Karachi, Sindh",2710,3,170,3
1121,"Bahria Town Karachi, Karachi, Sindh",602,1,38,1
1122,"Bahria Town Karachi, Karachi, Sindh",1770,3,180,3
1125,"Bahria Town Karachi, Karachi, Sindh",1476,3,105,3
1126,"Bahria Town Karachi, Karachi, Sindh",1056,2,65,2
1129,"Bahria Town Karachi, Karachi, Sindh",697,1,35,1
1130,"Bahria Town Karachi, Karachi, Sindh",2400,2,230,1
1132,"Bahria Town Karachi, Karachi, Sindh",1835,3,160,3
1133,"Bahria Town Karachi, Karachi, Sindh",1532.5,3,79.465,3
1134,"Bahria Town Karachi, Karachi, Sindh",1147,2,75,2
1135,"Bahria Town Karachi, Karachi, Sindh",3400,5,265,4
1136,"Bahria Town Karachi, Karachi, Sindh",1080,2,64,2
1137,"Bahria Town Karachi, Karachi, Sindh",1100,2,61,2
1138,"Bahria Town Karachi, Karachi, Sindh",1410,3,92,2
1140,"Bahria Town Karachi, Karachi, Sindh",1315,3,65,3
1145,"Bahria Town Karachi, Karachi, Sindh",535,1,35,1
1146,"Bahria Town Karachi, Karachi, Sindh",1035,2,60,2
1149,"Bahria Town Karachi, Karachi, Sindh",1350,2,130,3
1152,"Bahria Town Karachi, Karachi, Sindh",1806,1,150,1
1153,"Bahria Town Karachi, Karachi, Sindh",1158,2,67,2
1154,"Bahria Town Karachi, Karachi, Sindh",1268,2,127,2
1155,"Bahria Town Karachi, Karachi, Sindh",1308,2,75,2
1156,"Bahria Town Karachi, Karachi, Sindh",1485,3,140,3
1161,"Bahria Town Karachi, Karachi, Sindh",1200,2,66,3
1162,"Bahria Town Karachi, Karachi, Sindh",680,3,60,2
1163,"Bahria Town Karachi, Karachi, Sindh",1703,3,130,3
1164,"Bahria Town Karachi, Karachi, Sindh",1293,2,80,3
1168,"Bahria Town Karachi, Karachi, Sindh",2210,3,165,3
1169,"Bahria Town Karachi, Karachi, Sindh",1738,3,110,3
1172,"Bahria Town Karachi, Karachi, Sindh",3362,5,249,4
1173,"Bahria Town Karachi, Karachi, Sindh",1560,2,83.3,3
1174,"Bahria Town Karachi, Karachi, Sindh",1600,3,140,4
1176,"Bahria Town Karachi, Karachi, Sindh",800,1,29.5,1
1177,"Bahria Town Karachi, Karachi, Sindh",2650,3,260,3
1178,"Bahria Town Karachi, Karachi, Sindh",1080,2,60,2
1179,"Bahria Town Karachi, Karachi, Sindh",1286,2,68,3
1180,"Bahria Town Karachi, Karachi, Sindh",2990,3,198,4
1181,"Bahria Town Karachi, Karachi, Sindh",1352,2,72,2
1183,"Bahria Town Karachi, Karachi, Sindh",1500,4,89.45,4
1184,"Bahria Town Karachi, Karachi, Sindh",1500,3,90,3
1187,"Bahria Town Karachi, Karachi, Sindh",2835,4,241,4
1188,"Bahria Town Karachi, Karachi, Sindh",682,1,36.23,1
1189,"Bahria Town Karachi, Karachi, Sindh",1650,3,85.5,3
1190,"Bahria Town Karachi, Karachi, Sindh",1850,3,120,3
1193,"Bahria Town Karachi, Karachi, Sindh",1702,3,115,3
1194,"Bahria Town Karachi, Karachi, Sindh",1250,2,79,2
1195,"Bahria Town Karachi, Karachi, Sindh",1050,2,110,2
1197,"Bahria Town Karachi, Karachi, Sindh",1275,2,105,2
1198,"Bahria Town Karachi, Karachi, Sindh",1260,2,71.195,2
1199,"Bahria Town Karachi, Karachi, Sindh",1580,3,125,3
1200,"Bahria Town Karachi, Karachi, Sindh",1343,2,75,2
1202,"Bahria Town Karachi, Karachi, Sindh",1047,2,72,2
1204,"Bahria Town Karachi, Karachi, Sindh",1090,2,57,2
1206,"Bahria Town Karachi, Karachi, Sindh",1445,2,86.69,3
1207,"Bahria Town Karachi, Karachi, Sindh",1165,2,64.08,2
1209,"Bahria Town Karachi, Karachi, Sindh",1787,3,107,3
1210,"Bahria Town Karachi, Karachi, Sindh",3600,4,330,4
1212,"Bahria Town Karachi, Karachi, Sindh",1797,4,95,3
1214,"Bahria Town Karachi, Karachi, Sindh",1560,2,98,3
1215,"Bahria Town Karachi, Karachi, Sindh",1200,2,68,2
1217,"Bahria Town Karachi, Karachi, Sindh",1935,4,122,3
1219,"Bahria Town Karachi, Karachi, Sindh",1680,3,125,3
1221,"Bahria Town Karachi, Karachi, Sindh",980,2,86,2
1223,"Bahria Town Karachi, Karachi, Sindh",1424,2,80,2
1225,"Bahria Town Karachi, Karachi, Sindh",1720,2,130,3
1226,"Bahria Town Karachi, Karachi, Sindh",2320,2,160,3
1227,"Bahria Town Karachi, Karachi, Sindh",1720,3,98.97,3
1229,"Bahria Town Karachi, Karachi, Sindh",1780,3,107,3
1230,"Bahria Town Karachi, Karachi, Sindh",1800,3,93,3
1233,"Bahria Town Karachi, Karachi, Sindh",1150,1,52,1
1236,"Bahria Town Karachi, Karachi, Sindh",3630,6,207,4
1238,"Bahria Town Karachi, Karachi, Sindh",5400,3,400,3
1241,"Bahria Town Karachi, Karachi, Sindh",1169,2,75,2
1243,"Bahria Town Karachi, Karachi, Sindh",1683,3,110,3
1245,"Bahria Town Karachi, Karachi, Sindh",1234.6,3,104,3
1247,"Bahria Town Karachi, Karachi, Sindh",1386,2,85,2
1248,"Bahria Town Karachi, Karachi, Sindh",1655,3,108,3
1250,"Bahria Town Karachi, Karachi, Sindh",1210,2,69,2
1252,"Bahria Town Karachi, Karachi, Sindh",700,1,41,2
1254,"Bahria Town Karachi, Karachi, Sindh",1900,3,150,3
1256,"Bahria Town Karachi, Karachi, Sindh",1836,3,148,3
1257,"Bahria Town Karachi, Karachi, Sindh",1160,2,75,2
1261,"Bahria Town Karachi, Karachi, Sindh",1257,2,105,2
1263,"Bahria Town Karachi, Karachi, Sindh",583,1,28.275,1
1266,"Bahria Town Karachi, Karachi, Sindh",2600,3,195,3
1268,"Bahria Town Karachi, Karachi, Sindh",790.5,1,42.295,1
1271,"Bahria Town Karachi, Karachi, Sindh",1155,2,65,2
1273,"Bahria Town Karachi, Karachi, Sindh",1420,2,75,3
1274,"Bahria Town Karachi, Karachi, Sindh",2439,4,190,4
1276,"Bahria Town Karachi, Karachi, Sindh",1012,2,65,2
1277,"Bahria Town Karachi, Karachi, Sindh",1210,2,80,2
1278,"Bahria Town Karachi, Karachi, Sindh",1335,2,110,2
1280,"Bahria Town Karachi, Karachi, Sindh",1076,2,78,2
1281,"Bahria Town Karachi, Karachi, Sindh",1320,2,90,2
1282,"Bahria Town Karachi, Karachi, Sindh",1216,2,80,2
1284,"Bahria Town Karachi, Karachi, Sindh",1183,2,77.3,2
1285,"Bahria Town Karachi, Karachi, Sindh",656,1,38.77,1
1286,"Bahria Town Karachi, Karachi, Sindh",534,1,19.65,1
1288,"Bahria Town Karachi, Karachi, Sindh",2087.01,4,135,3
1292,"Bahria Town Karachi, Karachi, Sindh",645,1,39,1
1293,"Bahria Town Karachi, Karachi, Sindh",1230,2,68,2
1296,"Bahria Town Karachi, Karachi, Sindh",1817,3,102,3
1301,"Bahria Town Karachi, Karachi, Sindh",1555,3,100,3
1304,"Bahria Town Karachi, Karachi, Sindh",1450,2,75,3
1305,"Bahria Town Karachi, Karachi, Sindh",1819,3,100,3
1307,"Bahria Town Karachi, Karachi, Sindh",2020,3,160,3
1309,"Bahria Town Karachi, Karachi, Sindh",1706,3,115,3
1311,"Bahria Town Karachi, Karachi, Sindh",984,2,59,2
1312,"Bahria Town Karachi, Karachi, Sindh",1135,2,68,2
1314,"Bahria Town Karachi, Karachi, Sindh",700,1,35,1
1316,"Bahria Town Karachi, Karachi, Sindh",1385,2,69.25,3
1317,"Bahria Town Karachi, Karachi, Sindh",1335,2,73.43,3
1318,"Bahria Town Karachi, Karachi, Sindh",1180,2,105,2
1321,"Bahria Town Karachi, Karachi, Sindh",845,2,45.82,2
1325,"Bahria Town Karachi, Karachi, Sindh",2640,6,225,5
1326,"Bahria Town Karachi, Karachi, Sindh",1650,3,94,3
1327,"Bahria Town Karachi, Karachi, Sindh",1245,2,120,2
1328,"Bahria Town Karachi, Karachi, Sindh",1224,2,67,2
1331,"Bahria Town Karachi, Karachi, Sindh",1342,2,75,3
1333,"Bahria Town Karachi, Karachi, Sindh",1186,2,72,2
1335,"Bahria Town Karachi, Karachi, Sindh",1535,3,85,3
1336,"Bahria Town Karachi, Karachi, Sindh",1245,2,100,2
1339,"Bahria Town Karachi, Karachi, Sindh",711,1,42.65,1
1340,"Bahria Town Karachi, Karachi, Sindh",630,1,40.5,1
1344,"Bahria Town Karachi, Karachi, Sindh",1441,2,95,3
1346,"Bahria Town Karachi, Karachi, Sindh",1825,3,145,3
1347,"Bahria Town Karachi, Karachi, Sindh",1489,2,101,2
1349,"Bahria Town Karachi, Karachi, Sindh",1130,2,63,2
1350,"Bahria Town Karachi, Karachi, Sindh",1430,2,87.8,2
1353,"Bahria Town Karachi, Karachi, Sindh",1140,2,62,2
1356,"Bahria Town Karachi, Karachi, Sindh",1508,3,75,3
1357,"Bahria Town Karachi, Karachi, Sindh",645,1,41,1
1358,"Bahria Town Karachi, Karachi, Sindh",3000,6,300,6
1359,"Bahria Town Karachi, Karachi, Sindh",1903,3,165,3
1361,"Bahria Town Karachi, Karachi, Sindh",2996,4,200,4
1362,"Bahria Town Karachi, Karachi, Sindh",3400,4,200,4
1364,"Bahria Town Karachi, Karachi, Sindh",1400,2,75,2
1365,"Bahria Town Karachi, Karachi, Sindh",1416,2,85,3
1367,"Bahria Town Karachi, Karachi, Sindh",3800,4,235,4
1368,"Bahria Town Karachi, Karachi, Sindh",1384,2,76.18,3
1370,"Bahria Town Karachi, Karachi, Sindh",1030,2,75,2
1372,"Bahria Town Karachi, Karachi, Sindh",550,1,16,1
1373,"Bahria Town Karachi, Karachi, Sindh",1210,2,77,2
1375,"Bahria Town Karachi, Karachi, Sindh",1100,3,58,3
1376,"Bahria Town Karachi, Karachi, Sindh",1780,3,100,3
1377,"Bahria Town Karachi, Karachi, Sindh",1050,2,60,2
1381,"Bahria Town Karachi, Karachi, Sindh",1400,2,80,3
1382,"Bahria Town Karachi, Karachi, Sindh",1625,3,120,3
1385,"Bahria Town Karachi, Karachi, Sindh",2774,4,197,4
1386,"Bahria Town Karachi, Karachi, Sindh",994,2,54.67,1
1388,"Bahria Town Karachi, Karachi, Sindh",1626,3,85,3
1390,"Bahria Town Karachi, Karachi, Sindh",1174,2,74,2
1391,"Bahria Town Karachi, Karachi, Sindh",1140,2,65,2
1392,"Bahria Town Karachi, Karachi, Sindh",1603,2,125,3
1395,"Bahria Town Karachi, Karachi, Sindh",450,1,30,1
1397,"Bahria Town Karachi, Karachi, Sindh",3000,4,301,4
1398,"Bahria Town Karachi, Karachi, Sindh",702,1,52,1
1402,"Bahria Town Karachi, Karachi, Sindh",3496,4,262,4
1404,"Bahria Town Karachi, Karachi, Sindh",1700,3,125,3
1405,"Bahria Town Karachi, Karachi, Sindh",650,1,40,1
1406,"Bahria Town Karachi, Karachi, Sindh",1495,2,110,2
1408,"Bahria Town Karachi, Karachi, Sindh",3750,6,295,5
1409,"Bahria Town Karachi, Karachi, Sindh",1679,3,94.86,3
1410,"Bahria Town Karachi, Karachi, Sindh",1450,3,75,3
1411,"Bahria Town Karachi, Karachi, Sindh",1210,2,82,2
1413,"Bahria Town Karachi, Karachi, Sindh",1623,3,155,3
1415,"Bahria Town Karachi, Karachi, Sindh",1017,2,66,2
1416,"Bahria Town Karachi, Karachi, Sindh",1242,2,75,2
1417,"Bahria Town Karachi, Karachi, Sindh",1792,3,104,3
1419,"Bahria Town Karachi, Karachi, Sindh",605,1,22,1
1420,"Bahria Town Karachi, Karachi, Sindh",1200,4,115,4
1421,"Bahria Town Karachi, Karachi, Sindh",1450,3,79,3
1422,"Bahria Town Karachi, Karachi, Sindh",1232,3,96,3
1424,"Bahria Town Karachi, Karachi, Sindh",900,1,52.3,1
1426,"Bahria Town Karachi, Karachi, Sindh",2100,3,204,4
1432,"Bahria Town Karachi, Karachi, Sindh",1910,3,150,3
1433,"Bahria Town Karachi, Karachi, Sindh",1280,2,120,2
1435,"Bahria Town Karachi, Karachi, Sindh",2439,5,170,4
1437,"Bahria Town Karachi, Karachi, Sindh",1174,2,78,2
1439,"Bahria Town Karachi, Karachi, Sindh",1045,2,55,2
1440,"Bahria Town Karachi, Karachi, Sindh",1304,2,69.97,2
1441,"Bahria Town Karachi, Karachi, Sindh",1100,2,65,2
1443,"Bahria Town Karachi, Karachi, Sindh",2125,3,107,3
1448,"Bahria Town Karachi, Karachi, Sindh",1270,2,65,3
1450,"Bahria Town Karachi, Karachi, Sindh",1246,2,69,2
1455,"Bahria Town Karachi, Karachi, Sindh",991,2,64,2
1456,"Bahria Town Karachi, Karachi, Sindh",662,1,38,1
1457,"Bahria Town Karachi, Karachi, Sindh",1200,2,110,2
1458,"Bahria Town Karachi, Karachi, Sindh",1400,2,78,3
1459,"Bahria Town Karachi, Karachi, Sindh",1575,3,80,3
1462,"Bahria Town Karachi, Karachi, Sindh",600,1,45,1
1465,"Bahria Town Karachi, Karachi, Sindh",3117,3,261,3
1466,"Bahria Town Karachi, Karachi, Sindh",1844,3,95,3
1467,"Bahria Town Karachi, Karachi, Sindh",1830,4,150,3
1468,"Bahria Town Karachi, Karachi, Sindh",2275,4,185,3
1469,"Bahria Town Karachi, Karachi, Sindh",2895.5,2,246,4
1471,"Bahria Town Karachi, Karachi, Sindh",900,3,79,3
1472,"Bahria Town Karachi, Karachi, Sindh",2648,3,238,3
1477,"Bahria Town Karachi, Karachi, Sindh",1475,3,80,3
1478,"Bahria Town Karachi, Karachi, Sindh",1788,3,164,3
1480,"Bahria Town Karachi, Karachi, Sindh",1850,3,120,3
1482,"Bahria Town Karachi, Karachi, Sindh",1216,2,73,2
1483,"Bahria Town Karachi, Karachi, Sindh",1721,3,93,3
1485,"Bahria Town Karachi, Karachi, Sindh",1480,3,75,3
1487,"Bahria Town Karachi, Karachi, Sindh",2400,2,228,2
1488,"Bahria Town Karachi, Karachi, Sindh",1500,2,87,4
1490,"Bahria Town Karachi, Karachi, Sindh",3170,4,250,4
1491,"Bahria Town Karachi, Karachi, Sindh",4800,4,420,4
1495,"Bahria Town Karachi, Karachi, Sindh",1163,2,68,2
1496,"Bahria Town Karachi, Karachi, Sindh",1654,3,97.8,3
1497,"Bahria Town Karachi, Karachi, Sindh",801,1,33.645,1
1498,"Bahria Town Karachi, Karachi, Sindh",1685,3,101,3
1499,"Bahria Town Karachi, Karachi, Sindh",1540,3,80,3
1500,"Bahria Town Karachi, Karachi, Sindh",1265,2,72,2
1502,"Bahria Town Karachi, Karachi, Sindh",1300,2,80,3
1506,"Bahria Town Karachi, Karachi, Sindh",1575,2,85,2
1507,"Bahria Town Karachi, Karachi, Sindh",1710,3,85,3
1512,"Bahria Town Karachi, Karachi, Sindh",1246,2,67,2
1514,"Bahria Town Karachi, Karachi, Sindh",998,2,65,2
1516,"Bahria Town Karachi, Karachi, Sindh",1270,2,73,2
1519,"Bahria Town Karachi, Karachi, Sindh",1040,2,78,2
1523,"Bahria Town Karachi, Karachi, Sindh",664,1,34,1
1525,"Bahria Town Karachi, Karachi, Sindh",1200,2,105,2
1526,"Bahria Town Karachi, Karachi, Sindh",1328,2,69,2
1527,"Bahria Town Karachi, Karachi, Sindh",3335,4,290,4
1528,"Bahria Town Karachi, Karachi, Sindh",3150,3,290,3
1529,"Bahria Town Karachi, Karachi, Sindh",1320,2,95,3
1530,"Bahria Town Karachi, Karachi, Sindh",8000,5,550,5
1532,"Bahria Town Karachi, Karachi, Sindh",2000,4,130,4
1535,"Bahria Town Karachi, Karachi, Sindh",2790,5,198,4
1536,"Bahria Town Karachi, Karachi, Sindh",1150,2,57.5,3
1538,"Bahria Town Karachi, Karachi, Sindh",1890,4,125,3
1541,"Bahria Town Karachi, Karachi, Sindh",2400,3,177,3
1542,"Bahria Town Karachi, Karachi, Sindh",1680,3,130,3
1543,"Bahria Town Karachi, Karachi, Sindh",2200,2,150,4
1544,"Bahria Town Karachi, Karachi, Sindh",1480,3,100,3
1545,"Bahria Town Karachi, Karachi, Sindh",1092,3,95,3
1546,"Bahria Town Karachi, Karachi, Sindh",1340,2,73,2
1549,"Bahria Town Karachi, Karachi, Sindh",1450,3,88.6,3
1550,"Bahria Town Karachi, Karachi, Sindh",2430,5,180,3
1551,"Bahria Town Karachi, Karachi, Sindh",863,1,40.55,1
1555,"Bahria Town Karachi, Karachi, Sindh",1500,4,105,4
1558,"Bahria Town Karachi, Karachi, Sindh",1180,2,72,2
1559,"Bahria Town Karachi, Karachi, Sindh",1130,2,75,2
1560,"Bahria Town Karachi, Karachi, Sindh",2774,4,197,4
1561,"Bahria Town Karachi, Karachi, Sindh",1723,3,95,3
1562,"Bahria Town Karachi, Karachi, Sindh",1175,2,70.5,2
